Bradi2g53600	Os01t0823400-01
Bradi2g53661	Os01t0824500-00
Bradi1g08357	Os04t0208200-01
Bradi3g36520	Os08t0431300-01
Bradi1g24830	Os07t0559400-00
Bradi1g23770	Os07t0574800-02
Bradi5g09190	Os04t0409600-01
Bradi1g45640	Os06t0219600-01
Bradi2g59960	Os11t0492800-00
Bradi1g59760	Os07t0101400-01
Bradi4g34300	Os09t0500900-01
Bradi2g08490	Os01t0242500-01
Bradi2g34200	Os04t0394500-00
Bradi1g12740	Os03t0672400-01
Bradi3g52890	Os02t0708000-01
Bradi4g17121	Os08t0410950-00
Bradi1g39017	Os06t0536100-00
Bradi2g47490	Os01t0699600-01
Bradi1g19530	Os07t0647500-01
Bradi1g55180	Os07t0185300-01
Bradi4g21660	Os11t0241000-00
Bradi2g46860	Os01t0687500-01
Bradi1g45000	Os02t0743200-01
Bradi3g21760	Os08t0360700-01
Bradi1g28830	Os07t0445800-00
Bradi1g12710	Os03t0672900-01
Bradi2g25700	Os05t0405600-01
Bradi1g61800	Os03t0360700-01
Bradi3g23380	Os10t0375700-01
Bradi2g07540	Os01t0226600-01
Bradi1g41980	Os06t0358800-01
Bradi2g58736	Os10t0500500-01
Bradi2g18717	Os05t0534900-01
Bradi1g08350	Os03t0752700-01
Bradi3g07370	Os02t0199900-01
Bradi1g51460	Os06t0137700-03
Bradi1g37070	Os06t0593100-01
Bradi1g64687	Os01t0305900-01
Bradi3g12690	Os04t0320100-01
Bradi5g06428	Os04t0352200-01
Bradi3g08190	Os02t0219400-01
Bradi3g04510	Os02t0159250-00
Bradi1g43510	Os06t0285400-01
Bradi2g26670	Os05t0389800-01
Bradi2g35760	Os05t0150000-01
Bradi1g00830	Os03t0858700-01
Bradi4g16440	Os02t0302200-01
Bradi2g46360	Os01t0674700-00
Bradi1g12543	Os03t0679800-01
Bradi3g32456	Os05t0320100-01
Bradi4g40960	Os12t0182700-01
Bradi4g38740	Os09t0570400-01
Bradi3g39820	Os08t0504000-01
Bradi1g32570	Os06t0677600-01
Bradi3g39457	Os05t0302300-01
Bradi2g24670	Os05t0428100-00
Bradi3g35580	Os02t0124000-01
Bradi5g18277	Os04t0561500-02
Bradi4g03270	Os10t0335000-01
Bradi2g62280	Os01t0973400-01
Bradi1g31150	Os06t0653100-01
Bradi1g00800	Os02t0147600-01
Bradi5g27550	Os04t0692000-02
Bradi5g19250	Os04t0581100-01
Bradi2g51890	Os05t0501700-01
Bradi1g63250	Os03t0334700-01
Bradi2g01370	Os01t0118300-01
Bradi4g20690	Os09t0242800-01
Bradi5g20770	Os08t0241600-01
Bradi4g44270	Os12t0119000-01
Bradi1g54305	Os07t0206700-01
Bradi1g05610	Os03t0795200-01
Bradi2g41680	Os07t0605800-01
Bradi5g13500	Os04t0480100-01
Bradi5g17170	Os04t0541700-02
Bradi2g04280	Os01t0169500-01
Bradi4g13710	Os11t0615000-01
Bradi5g03541	Os07t0238800-01
Bradi4g25560	Os11t0153300-01
Bradi2g23900	Os05t0443800-01
Bradi1g12570	Os03t0678400-01
Bradi3g00210	Os02t0100100-01
Bradi5g23230	Os04t0635900-01
Bradi2g53420	Os05t0480400-01
Bradi2g23370	Os05t0458300-00
Bradi2g16511	Os04t0139100-00
Bradi2g58830	Os01t0918200-01
Bradi2g21136	Os05t0496000-01
Bradi5g21983	Os08t0200600-01
Bradi3g37321	Os08t0448100-01
Bradi3g36480	Os08t0430500-01
Bradi1g55440	Os07t0182100-01
Bradi1g11270	Os03t0710600-01
Bradi4g19975	Os11t0311300-01
Bradi2g07710	Os01t0229300-01
Bradi1g64560	Os03t0305800-02
Bradi2g38413	Os05t0130100-00
Bradi2g24891	Os05t0424300-01
Bradi5g03790	Os02t0270900-00
Bradi5g15000	Os04t0505000-01
Bradi2g24400	Os05t0429900-01
Bradi4g36230	Os04t0290000-01
Bradi1g05156	Os03t0800500-02
Bradi1g69290	Os03t0233300-01
Bradi1g64310	Os03t0310500-01
Bradi3g30187	Os10t0502900-01
Bradi1g37780	Os06t0562700-01
Bradi3g19500	Os02t0267200-00
Bradi4g21740	Os09t0135800-01
Bradi1g29446	Os11t0633500-01
Bradi4g41634	Os03t0669900-00
Bradi2g54350	Os01t0837100-00
Bradi5g19950	Os02t0691500-01
Bradi1g26060	Os07t0520900-02
Bradi1g50057	Os08t0115800-01
Bradi4g31590	Os09t0445500-01
Bradi5g10650	Os04t0437300-01
Bradi5g10510	Os04t0435100-01
Bradi4g05560	Os12t0541000-01
Bradi3g05530	Os02t0174300-00
Bradi4g28767	Os09t0362500-01
Bradi4g11670	Os04t0151900-01
Bradi3g54830	Os02t0810600-00
Bradi4g24887	Os11t0222900-01
Bradi2g06080	Os03t0452300-01
Bradi3g36130	Os08t0422200-00
Bradi3g16135	Os08t0167249-00
Bradi4g43510	Os11t0137200-01
Bradi4g28900	Os09t0364400-00
Bradi3g58560	Os02t0758800-01
Bradi1g15150	Os03t0596700-00
Bradi1g34257	Os07t0205900-01
Bradi1g30200	Os06t0717800-01
Bradi1g32747	Os06t0679700-00
Bradi1g30865	Os10t0135250-01
Bradi4g44200	Os12t0120100-01
Bradi3g41730	Os08t0540000-01
Bradi1g00666	Os03t0860100-01
Bradi4g00390	Os02t0467200-01
Bradi4g27017	Os09t0247600-01
Bradi3g36670	Os08t0433500-01
Bradi1g17390	Os07t0685400-01
Bradi1g03610	Os03t0822200-01
Bradi1g64381	Os03t0308800-02
Bradi1g27191	Os07t0490400-01
Bradi1g25790	Os07t0531600-01
Bradi4g36761	Os09t0542600-01
Bradi2g57910	Os01t0902200-01
Bradi1g01520	Os03t0851400-01
Bradi1g51560	Os08t0178300-01
Bradi5g06647	Os02t0489550-00
Bradi5g19690	Os04t0586700-01
Bradi2g34900	Os05t0157300-01
Bradi4g30660	Os09t0424600-01
Bradi4g35670	Os08t0544800-01
Bradi3g52750	Os02t0705000-01
Bradi1g54880	Os07t0190900-01
Bradi2g10580	Os05t0571300-02
Bradi4g02460	Os12t0604500-00
Bradi1g54470	Os07t0203500-01
Bradi1g68600	Os03t0238800-01
Bradi3g16290	Os08t0161700-01
Bradi5g10450	Os05t0569500-01
Bradi5g20847	Os04t0602300-01
Bradi2g13251	Os01t0388500-00
Bradi3g29220	Os05t0592000-00
Bradi4g24565	Os10t0568000-01
Bradi3g33300	Os10t0560000-01
Bradi2g33540	Os01t0186000-01
Bradi4g28031	Os09t0322200-01
Bradi5g15889	Os07t0158900-01
Bradi3g04754	Os02t0162000-02
Bradi5g26751	Os01t0170700-01
Bradi2g54475	Os04t0345100-01
Bradi2g42430	Os01t0593000-00
Bradi3g59447	Os02t0744650-00
Bradi1g20385	Os07t0633000-01
Bradi3g43120	Os02t0465400-01
Bradi3g50405	Os03t0639100-00
Bradi4g39695	Os12t0233300-01
Bradi4g37950	Os09t0560400-01
Bradi3g46490	Os02t0568600-00
Bradi3g35050	Os08t0378900-02
Bradi3g41440	Os08t0535600-01
Bradi2g07430	Os01t0225100-01
Bradi1g71350	Os03t0197300-01
Bradi3g21470	Os10t0103800-01
Bradi5g20410	Os04t0599400-01
Bradi4g14000	Os11t0607200-01
Bradi4g00730	Os05t0353400-01
Bradi1g05295	Os07t0517700-00
Bradi2g37200	Os02t0118500-00
Bradi1g13680	Os03t0647600-01
Bradi4g14070	Os11t0230400-00
Bradi2g51870	Os01t0783200-02
Bradi3g16880	Os03t0797400-01
Bradi3g01570	Os02t0116800-01
Bradi2g01610	Os01t0121700-01
Bradi1g62320	Os03t0352500-01
Bradi5g18610	Os04t0566900-01
Bradi2g00477	Os01t0153400-01
Bradi5g02890	Os12t0277500-01
Bradi3g33040	Os10t0554200-01
Bradi1g70330	Os03t0211600-01
Bradi2g07380	Os01t0224300-01
Bradi1g55300	Os02t0143100-01
Bradi3g33170	Os10t0556200-01
Bradi1g55000	Os07t0187700-01
Bradi3g03830	Os02t0148600-01
Bradi3g34260	Os10t0577900-01
Bradi2g17790	Os05t0547850-01
Bradi4g27190	Os01t0510500-01
Bradi2g59910	Os05t0175800-00
Bradi2g51680	Os01t0778100-01
Bradi1g20185	Os07t0643800-01
Bradi5g12590	Os04t0463600-01
Bradi3g55470	Os02t0818800-01
Bradi2g46590	Os01t0679900-01
Bradi1g68580	Os03t0239200-04
Bradi1g76600	Os03t0128400-01
Bradi1g27440	Os11t0588100-00
Bradi1g72800	Os03t0177300-01
Bradi3g14370	Os08t0130900-01
Bradi2g40942	Os01t0551900-01
Bradi1g29390	Os06t0730800-01
Bradi3g32406	Os07t0517700-00
Bradi2g01095	Os01t0112400-01
Bradi4g38860	Os09t0571200-01
Bradi4g26227	Os12t0126800-01
Bradi1g05795	Os09t0331801-00
Bradi2g16380	Os01t0379400-03
Bradi3g52050	Os04t0586700-01
Bradi2g11690	Os01t0306100-01
Bradi2g49767	Os01t0748150-01
Bradi1g66920	Os03t0268600-01
Bradi3g21365	Os10t0115550-00
Bradi1g53060	Os07t0264100-01
Bradi1g17270	Os07t0686800-01
Bradi2g08040	Os01t0235200-02
Bradi5g14060	Os04t0488500-01
Bradi5g13980	Os04t0488000-01
Bradi3g30440	Os10t0116000-00
Bradi2g04895	Os01t0178300-01
Bradi1g27320	Os06t0114366-00
Bradi2g19720	Os05t0517100-00
Bradi5g23920	Os04t0647300-01
Bradi1g01910	Os03t0844800-01
Bradi1g66167	Os05t0224800-01
Bradi2g60350	Os05t0333200-01
Bradi2g28110	Os05t0357100-01
Bradi3g32060	Os10t0535800-01
Bradi5g17490	Os04t0547600-01
Bradi4g29670	Os09t0394700-01
Bradi3g00500	Os10t0411700-01
Bradi3g47240	Os02t0586400-01
Bradi1g35742	Os06t0623300-01
Bradi4g39010	Os08t0158500-01
Bradi1g20440	Os07t0631900-01
Bradi3g40220	Os08t0512900-01
Bradi4g02050	Os12t0610800-01
Bradi2g27097	Os05t0376600-01
Bradi4g13960	Os11t0610600-00
Bradi3g30230	Os10t0503500-01
Bradi3g21330	Os03t0163100-01
Bradi3g00660	Os02t0103800-01
Bradi1g66480	Os03t0277100-01
Bradi1g62330	Os03t0352400-01
Bradi1g43670	Os06t0275000-01
Bradi4g28960	Os03t0803800-01
Bradi5g02447	Os04t0101700-01
Bradi1g53970	Os07t0222000-01
Bradi3g22750	Os10t0181700-01
Bradi4g07160	Os12t0489300-01
Bradi2g37030	Os03t0668400-01
Bradi1g44600	Os11t0220500-00
Bradi4g28294	Os09t0334800-01
Bradi2g00640	Os01t0106800-01
Bradi2g22610	Os05t0471000-01
Bradi1g62660	Os03t0345901-00
Bradi3g18540	Os08t0230200-01
Bradi2g06200	Os01t0200400-01
Bradi2g11610	Os01t0303800-01
Bradi4g20230	Os11t0298833-00
Bradi5g25480	Os08t0133700-00
Bradi1g30790	Os08t0129400-00
Bradi4g41288	Os12t0174800-02
Bradi3g05000	Os02t0167200-01
Bradi1g09487	Os11t0279750-00
Bradi1g12650	Os03t0674700-01
Bradi4g03140	Os01t0278600-01
Bradi3g28210	Os10t0465700-01
Bradi1g29260	Os11t0661300-01
Bradi1g04860	Os03t0805200-01
Bradi3g48265	Os02t0605400-00
Bradi1g26670	Os07t0507300-01
Bradi5g04660	Os02t0319800-01
Bradi2g33100	Os05t0199100-01
Bradi2g47000	Os01t0689900-02
Bradi4g05157	Os12t0552700-01
Bradi1g46190	Os06t0208951-00
Bradi1g54920	Os07t0189800-01
Bradi1g71740	Os03t0191850-01
Bradi3g09067	Os02t0236200-01
Bradi2g49560	Os01t0743800-00
Bradi1g08190	Os03t0757200-01
Bradi2g37817	Os05t0121700-02
Bradi1g34830	Os06t0710300-01
Bradi5g18070	Os04t0558200-00
Bradi3g42690	Os08t0557000-01
Bradi3g37470	Os08t0452500-01
Bradi2g41630	Os01t0574600-01
Bradi3g47640	Os02t0595100-01
Bradi2g41020	Os01t0555600-00
Bradi1g32650	Os06t0675700-01
Bradi4g35350	Os09t0517900-01
Bradi3g56650	Os02t0721100-01
Bradi2g02590	Os01t0139000-00
Bradi1g44870	Os06t0236300-01
Bradi5g05077	Os04t0280200-01
Bradi1g51220	Os06t0144000-01
Bradi1g77340	Os04t0459600-01
Bradi3g58000	Os02t0765800-00
Bradi1g65510	Os03t0292200-01
Bradi5g12530	Os04t0462900-02
Bradi2g42607	Os01t0596425-00
Bradi2g16388	Os05t0565701-00
Bradi4g28367	Os09t0345300-01
Bradi1g67510	Os03t0260100-01
Bradi1g24560	Os02t0742800-01
Bradi2g22070	Os05t0481600-01
Bradi2g07266	Os01t0221700-00
Bradi2g22266	Os01t0822800-01
Bradi1g59350	Os07t0107900-01
Bradi3g55860	Os02t0822200-01
Bradi1g61630	Os03t0366700-01
Bradi4g38680	Os09t0569450-01
Bradi1g34760	Os06t0708600-01
Bradi1g12560	Os03t0678800-01
Bradi4g41021	Os12t0182000-00
Bradi2g00446	Os12t0622900-01
Bradi3g44460	Os02t0520100-01
Bradi1g56180	Os07t0169800-00
Bradi3g41080	Os08t0529000-01
Bradi3g57590	Os02t0772000-00
Bradi2g03710	Os01t0101300-01
Bradi2g19780	Os03t0824600-00
Bradi3g59270	Os02t0748300-01
Bradi1g63200	Os03t0335500-01
Bradi3g55840	Os02t0822100-01
Bradi2g51637	Os01t0777300-00
Bradi4g35710	Os09t0525400-01
Bradi4g38941	Os09t0571700-00
Bradi5g23100	Os04t0633900-00
Bradi2g54340	Os01t0837000-01
Bradi1g31560	Os06t0660400-01
Bradi3g53960	Os02t0794300-01
Bradi2g45650	Os01t0660800-01
Bradi1g01880	Os03t0844900-01
Bradi2g01000	Os01t0111500-01
Bradi5g22000	Os04t0619300-01
Bradi1g78380	Os03t0101200-00
Bradi3g31767	Os02t0280200-00
Bradi2g09340	Os01t0257400-01
Bradi1g76290	Os03t0131950-00
Bradi1g20720	Os07t0626300-01
Bradi1g69900	Os03t0215200-01
Bradi4g03005	Os08t0372700-00
Bradi1g21770	Os07t0608100-01
Bradi2g13416	Os11t0131600-00
Bradi1g15230	Os12t0599800-01
Bradi1g59465	Os07t0105900-01
Bradi1g34820	Os06t0709100-02
Bradi1g08120	Os12t0443600-01
Bradi2g51480	Os01t0773700-02
Bradi1g59680	Os09t0380300-01
Bradi3g07320	Os02t0199300-01
Bradi1g63840	Os03t0322700-00
Bradi4g14900	Os11t0592400-00
Bradi3g39980	Os08t0509100-01
Bradi5g24595	Os04t0658200-01
Bradi4g11510	Os05t0188500-02
Bradi3g33900	Os10t0569300-01
Bradi5g07270	Os04t0376700-00
Bradi1g33530	Os06t0691400-01
Bradi2g26380	Os06t0535400-01
Bradi1g06310	Os03t0788300-01
Bradi3g41600	Os08t0538600-01
Bradi5g18490	Os04t0565500-01
Bradi3g05100	Os02t0168300-01
Bradi2g46120	Os01t0668100-01
Bradi5g02280	Os04t0105200-01
Bradi4g35780	Os09t0526600-02
Bradi3g42730	Os08t0557400-01
Bradi2g53411	Os01t0819000-02
Bradi1g34660	Os06t0707100-01
Bradi1g10240	Os03t0724700-03
Bradi4g01260	Os12t0621700-01
Bradi3g12810	Os08t0566900-01
Bradi2g37770	Os05t0121000-01
Bradi1g12590	Os03t0676300-01
Bradi3g36450	Os08t0430100-01
Bradi2g14530	Os01t0602800-01
Bradi1g02327	Os12t0102300-01
Bradi3g60200	Os02t0786000-01
Bradi1g04440	Os03t0808600-01
Bradi1g73090	Os03t0172400-00
Bradi5g22070	Os04t0619900-00
Bradi1g10820	Os03t0702000-01
Bradi3g14650	Os08t0139100-01
Bradi5g11840	Os04t0450100-01
Bradi4g06640	Os12t0508200-01
Bradi2g24080	Os05t0438700-01
Bradi1g06590	Os03t0784300-01
Bradi2g36631	Os07t0130000-00
Bradi1g29830	Os06t0726800-01
Bradi3g05140	Os02t0168600-01
Bradi1g16700	Os03t0296400-01
Bradi5g20900	Os04t0605900-01
Bradi1g30220	Os06t0715700-01
Bradi1g73060	Os09t0566300-01
Bradi4g01240	Os12t0623500-01
Bradi2g42023	Os01t0584900-01
Bradi2g47860	Os01t0708500-01
Bradi4g31342	Os11t0139900-00
Bradi2g53330	Os01t0817650-00
Bradi3g13250	Os08t0107100-01
Bradi2g49760	Os06t0229300-01
Bradi1g32390	Os06t0671150-00
Bradi3g51010	Os02t0664000-01
Bradi3g56640	Os02t0721600-01
Bradi4g37052	Os04t0473025-00
Bradi1g57377	Os07t0154400-01
Bradi1g46660	Os06t0195600-01
Bradi4g01200	Os12t0623900-01
Bradi1g44170	Os06t0255400-01
Bradi4g10260	Os10t0391200-00
Bradi2g08087	Os01t0235800-01
Bradi1g28580	Os07t0457550-00
Bradi1g06070	Os03t0792500-02
Bradi2g53680	Os01t0824900-01
Bradi2g06690	Os01t0328300-01
Bradi2g61910	Os01t0968300-01
Bradi3g31810	Os10t0530200-01
Bradi5g08471	Os04t0399800-00
Bradi4g40600	Os12t0193200-01
Bradi4g42500	Os12t0151000-01
Bradi3g46060	Os02t0562300-01
Bradi4g29440	Os09t0381100-01
Bradi3g20620	Os08t0326100-01
Bradi1g66470	Os03t0277300-01
Bradi2g25540	Os05t0409000-01
Bradi1g31072	Os06t0651900-01
Bradi3g43060	Os01t0962600-01
Bradi2g26800	Os05t0384600-01
Bradi2g41840	Os01t0580500-01
Bradi3g06050	Os02t0180500-01
Bradi2g03830	Os05t0163900-01
Bradi3g19933	Os04t0150300-01
Bradi3g53247	Os02t0714100-01
Bradi1g51720	Os06t0112200-01
Bradi2g01900	Os01t0127500-01
Bradi4g20090	Os07t0589400-01
Bradi1g25470	Os07t0543000-01
Bradi3g13360	Os08t0109300-01
Bradi1g53880	Os07t0222800-01
Bradi2g52720	Os01t0805200-01
Bradi3g27590	Os10t0442000-01
Bradi3g13990	Os08t0120200-01
Bradi1g77660	Os03t0113900-02
Bradi1g57017	Os11t0132600-01
Bradi4g32160	Os09t0458100-01
Bradi1g37010	Os06t0594300-01
Bradi2g15590	Os05t0577100-00
Bradi1g38785	Os06t0532500-01
Bradi3g33140	Os10t0556100-01
Bradi3g14940	Os08t0192800-01
Bradi3g09080	Os02t0236600-01
Bradi3g26800	Os10t0415900-01
Bradi5g23973	Os04t0648600-01
Bradi3g42770	Os08t0557700-01
Bradi2g53340	Os01t0817700-01
Bradi2g42630	Os11t0433600-01
Bradi3g30780	Os10t0508600-01
Bradi5g18790	Os04t0570600-01
Bradi1g09637	Os07t0244100-00
Bradi1g36930	Os06t0597000-01
Bradi4g31970	Os09t0453900-01
Bradi2g15560	Os05t0577700-01
Bradi3g16490	Os08t0157800-01
Bradi3g53860	Os02t0792800-01
Bradi1g02410	Os12t0170400-01
Bradi4g32210	Os09t0458400-02
Bradi4g08550	Os02t0556100-01
Bradi1g12460	Os03t0681900-01
Bradi5g22077	Os04t0620000-01
Bradi1g61637	Os03t0366200-01
Bradi2g25410	Os05t0411200-01
Bradi4g38510	Os02t0321900-02
Bradi4g17230	Os11t0530600-01
Bradi3g06471	Os02t0187700-00
Bradi3g05400	Os02t0173100-01
Bradi2g39180	Os05t0110500-02
Bradi4g39350	Os12t0257000-01
Bradi2g22040	Os05t0482600-01
Bradi1g68030	Os03t0249700-01
Bradi1g07492	Os04t0471000-00
Bradi3g16105	Os08t0164000-01
Bradi3g60825	Os02t0833000-01
Bradi1g20490	Os07t0631000-01
Bradi1g12440	Os03t0682100-00
Bradi3g07190	Os02t0197600-01
Bradi4g33270	Os10t0444500-00
Bradi3g13860	Os08t0117900-01
Bradi4g27720	Os09t0306400-01
Bradi1g26317	Os07t0515000-01
Bradi3g15067	Os08t0190700-00
Bradi1g21260	Os07t0621300-01
Bradi1g11240	Os03t0709300-01
Bradi1g08170	Os07t0209700-01
Bradi1g19340	Os07t0655900-01
Bradi1g69700	Os03t0218500-01
Bradi2g47300	Os01t0695200-01
Bradi3g08910	Os02t0232400-01
Bradi5g17395	Os04t0545000-01
Bradi3g07237	Os02t0198300-01
Bradi5g11800	Os02t0567800-01
Bradi4g07450	Os12t0479900-01
Bradi3g04975	Os01t0942200-01
Bradi3g39210	Os08t0495500-01
Bradi1g06980	Os03t0776900-01
Bradi1g01058	Os03t0855100-01
Bradi3g55680	Os02t0820500-01
Bradi5g24980	Os04t0662100-01
Bradi5g10500	Os04t0434900-00
Bradi4g20960	Os11t0246600-00
Bradi0022s00400	Os08t0543050-00
Bradi1g05325	Os10t0130200-00
Bradi3g58290	Os02t0759900-01
Bradi4g32440	Os09t0463300-01
Bradi3g36030	Os11t0598900-00
Bradi1g76890	Os03t0124900-01
Bradi1g28910	Os11t0164200-00
Bradi1g45330	Os06t0224650-01
Bradi2g41890	Os01t0581300-01
Bradi2g22880	Os05t0465000-01
Bradi4g45021	Os06t0316100-02
Bradi2g08430	Os01t0244150-00
Bradi3g32690	Os10t0546600-01
Bradi4g24445	Os11t0172300-01
Bradi2g46390	Os08t0290200-00
Bradi3g09060	Os02t0236100-01
Bradi1g08070	Os03t0758100-01
Bradi2g35800	Os05t0149900-03
Bradi1g00400	Os04t0272400-01
Bradi3g58327	Os02t0759700-01
Bradi1g30410	Os06t0643000-01
Bradi3g40590	Os08t0518100-01
Bradi4g27850	Os09t0309700-01
Bradi2g02830	Os03t0176800-01
Bradi3g17880	Os08t0206950-00
Bradi3g03400	Os07t0554900-01
Bradi2g07400	Os01t0224500-01
Bradi3g09780	Os02t0261000-00
Bradi3g41270	Os08t0532200-01
Bradi5g13320	Os04t0475600-01
Bradi1g76520	Os05t0301500-01
Bradi5g18047	Os04t0556900-01
Bradi1g27807	Os07t0481000-01
Bradi2g52730	Os01t0805300-01
Bradi1g63270	Os03t0334200-01
Bradi3g44770	Os02t0529400-01
Bradi4g36127	Os09t0532800-01
Bradi1g38330	Os04t0110200-01
Bradi1g55840	Os07t0239500-01
Bradi1g61190	Os03t0377100-01
Bradi5g26160	Os04t0677300-01
Bradi1g03000	Os03t0831400-01
Bradi1g22060	Os07t0603900-01
Bradi1g54505	Os10t0335000-01
Bradi3g35480	Os08t0404400-01
Bradi3g27700	Os10t0445400-01
Bradi4g37917	Os09t0560100-00
Bradi3g55602	Os02t0301400-01
Bradi3g53140	Os02t0711400-01
Bradi4g41850	Os11t0163100-01
Bradi5g15210	Os04t0508200-01
Bradi1g70720	Os03t0207200-01
Bradi3g60160	Os02t0783625-00
Bradi2g33307	Os05t0194500-01
Bradi5g07370	Os04t0379300-01
Bradi3g02460	Os06t0147250-00
Bradi2g43040	Os01t0606900-01
Bradi4g42910	Os12t0144600-01
Bradi1g19030	Os07t0659100-01
Bradi4g05890	Os12t0534100-01
Bradi5g18837	Os04t0571800-01
Bradi2g37650	Os05t0118700-01
Bradi1g48720	Os06t0158800-01
Bradi5g19080	Os04t0577700-01
Bradi5g12336	Os11t0706100-03
Bradi3g18574	Os05t0596300-00
Bradi1g41907	Os06t0498400-01
Bradi3g43400	Os04t0337201-00
Bradi4g29380	Os09t0379600-00
Bradi1g48780	Os06t0158000-01
Bradi2g31590	Os05t0238400-01
Bradi3g59550	Os02t0742200-01
Bradi1g69680	Os03t0219200-01
Bradi3g05490	Os02t0173900-01
Bradi2g45560	Os01t0658600-00
Bradi4g03371	Os12t0582900-01
Bradi2g23540	Os05t0454500-01
Bradi5g15285	Os04t0509000-01
Bradi1g31983	Os10t0124500-01
Bradi5g08297	Os04t0390800-01
Bradi3g44950	Os02t0533800-01
Bradi3g08035	Os02t0214400-01
Bradi3g43810	Os02t0498700-01
Bradi3g10710	Os02t0324700-01
Bradi4g03360	Os12t0582800-01
Bradi4g22820	Os07t0519300-01
Bradi4g29630	Os09t0394100-01
Bradi3g19201	Os08t0260600-01
Bradi3g38040	Os08t0475400-02
Bradi1g61577	Os03t0367101-00
Bradi1g07225	Os03t0772900-01
Bradi1g45647	Os06t0219400-00
Bradi3g46720	Os02t0575200-01
Bradi5g14010	Os04t0488400-01
Bradi2g53090	Os01t0813500-01
Bradi4g07490	Os12t0479100-00
Bradi3g30265	Os10t0504100-00
Bradi1g69650	Os03t0219900-01
Bradi2g56310	Os01t0871100-01
Bradi5g14090	Os04t0488700-01
Bradi4g35336	Os09t0517700-01
Bradi2g13180	Os01t0377700-02
Bradi1g47310	Os06t0184400-00
Bradi3g13352	Os06t0364500-01
Bradi3g26880	Os10t0418000-01
Bradi2g56850	Os01t0880800-01
Bradi2g02630	Os11t0143700-00
Bradi3g09380	Os06t0548800-01
Bradi4g21680	Os11t0240900-01
Bradi3g06840	Os02t0193600-01
Bradi3g02160	Os02t0122100-00
Bradi2g06416	Os01t0203400-01
Bradi1g37230	Os06t0589300-01
Bradi3g38410	Os09t0465400-00
Bradi5g11075	Os04t0445400-01
Bradi4g29720	Os09t0396900-02
Bradi3g20080	Os05t0300700-01
Bradi1g24240	Os07t0568600-01
Bradi4g33310	Os12t0233600-01
Bradi1g76732	Os10t0532000-01
Bradi3g18745	Os07t0242700-00
Bradi2g51800	Os01t0781000-01
Bradi2g06381	Os06t0271400-00
Bradi1g56546	Os07t0166600-01
Bradi4g40305	Os08t0175000-00
Bradi4g41527	Os12t0169400-01
Bradi3g16180	Os08t0162800-01
Bradi1g11340	Os03t0711300-01
Bradi2g38114	Os10t0495100-01
Bradi3g16020	Os08t0167400-00
Bradi4g25160	Os11t0156200-01
Bradi2g24197	Os05t0436100-00
Bradi2g51150	Os01t0770000-01
Bradi1g56760	Os07t0164000-01
Bradi1g71580	Os03t0194300-01
Bradi2g26987	Os05t0389000-02
Bradi3g13160	Os08t0104600-02
Bradi3g06680	Os02t0191700-00
Bradi3g55570	Os02t0819600-01
Bradi4g08210	Os02t0614966-00
Bradi3g36290	Os08t0427600-00
Bradi2g52580	Os01t0801700-01
Bradi1g47580	Os06t0180666-00
Bradi3g28970	Os10t0480200-01
Bradi2g51120	Os10t0380800-00
Bradi4g29260	Os09t0375100-01
Bradi2g12950	Os01t0367900-01
Bradi4g01840	Os06t0119200-00
Bradi2g20760	Os05t0500600-01
Bradi1g59850	Os07t0100500-01
Bradi2g23700	Os05t0450600-01
Bradi5g25117	Os01t0523100-00
Bradi1g23070	Os11t0708400-01
Bradi3g54817	Os02t0810900-01
Bradi1g78470	Os03t0711400-01
Bradi5g16380	Os04t0528100-01
Bradi3g57862	Os02t0767800-00
Bradi1g16230	Os03t0421800-01
Bradi1g51520	Os06t0136900-01
Bradi1g03160	Os03t0827500-01
Bradi4g25700	Os11t0117900-01
Bradi4g40900	Os12t0182800-01
Bradi1g45960	Os06t0214300-01
Bradi2g46320	Os01t0674000-01
Bradi3g19810	Os08t0282400-01
Bradi1g19627	Os07t0646000-01
Bradi4g24180	Os11t0176100-01
Bradi5g25110	Os04t0663300-01
Bradi1g46340	Os06t0206601-00
Bradi2g21217	Os05t0494900-01
Bradi4g37610	Os09t0556400-01
Bradi3g38696	Os05t0227800-01
Bradi3g16805	Os02t0227500-00
Bradi2g39610	Os02t0824700-01
Bradi5g25700	Os04t0670900-01
Bradi1g57457	Os07t0123500-01
Bradi3g48850	Os02t0617500-01
Bradi1g26870	Os07t0499500-01
Bradi3g56600	Os05t0168500-01
Bradi1g57860	Os07t0133500-01
Bradi3g42120	Os06t0509600-00
Bradi1g39076	Os12t0537000-00
Bradi3g44120	Os04t0388900-01
Bradi1g46137	Os06t0210100-01
Bradi1g14320	Os03t0627500-01
Bradi1g68371	Os03t0244950-00
Bradi1g12920	Os03t0666100-00
Bradi3g13000	Os08t0102100-01
Bradi2g22590	Os05t0471350-00
Bradi4g35950	Os09t0527900-01
Bradi2g34220	Os01t0147700-01
Bradi4g17100	Os11t0526800-01
Bradi3g16130	Os08t0167000-01
Bradi3g11460	Os02t0312700-02
Bradi4g37970	Os09t0560500-01
Bradi2g08120	Os01t0236300-01
Bradi1g37736	Os06t0565000-00
Bradi3g20690	Os05t0123300-00
Bradi3g50917	Os02t0662300-01
Bradi1g18230	Os07t0671100-01
Bradi3g46610	Os02t0573400-01
